Time [s],Value,ASCII
1.058838560000000,orphanedData Channel: -2 [B],f
1.059158900000000,orphanedData Channel: -2 [B],4
1.059479240000000,orphanedData Channel: -2 [B],0
1.059799600000000,orphanedData Channel: -2 [B],1
1.060119940000000,orphanedData Channel: -2 [B],0
1.060440280000000,orphanedData Channel: -2 [B],7
1.060760620000000,orphanedData Channel: -2 [B],d
1.061080980000000,orphanedData Channel: -2 [B],f
1.061401320000000,orphanedData Channel: -2 [B],c
1.061721660000000,orphanedData Channel: -2 [B],b
1.062042000000000,orphanedData Channel: -2 [B],a
1.062362360000000,orphanedData Channel: -2 [B],6
1.062682700000000,orphanedData Channel: -2 [B],5
1.063003040000000,orphanedData Channel: -2 [B],1
1.063323380000000,orphanedData Channel: -2 [B],c
1.063643720000000,orphanedData Channel: -2 [B],a
1.063964080000000,orphanedData Channel: -2 [B],b
1.064284420000000,orphanedData Channel: -2 [B],2
1.064604760000000,orphanedData Channel: -2 [B],d
1.064925100000000,orphanedData Channel: -2 [B],1
1.065245460000000,orphanedData Channel: -2 [B],a
1.065565800000000,orphanedData Channel: -2 [B],f
1.065886140000000,orphanedData Channel: -2 [B],b
1.066206480000000,orphanedData Channel: -2 [B],6
1.066526820000000,orphanedData Channel: -2 [B],d
1.066847180000000,orphanedData Channel: -2 [B],f
1.067167520000000,orphanedData Channel: -2 [B],5
1.067487860000000,orphanedData Channel: -2 [B],4
1.067808200000000,orphanedData Channel: -2 [B],5
1.068128560000000,orphanedData Channel: -2 [B],7
1.068448900000000,orphanedData Channel: -2 [B],8
1.068769240000000,orphanedData Channel: -2 [B],0
1.069089580000000,orphanedData Channel: -2 [B],6
1.069409920000000,orphanedData Channel: -2 [B],5
1.069730280000000,orphanedData Channel: -2 [B],f
1.070050620000000,orphanedData Channel: -2 [B],1
1.070370960000000,orphanedData Channel: -2 [B],d
1.070691300000000,orphanedData Channel: -2 [B],8
1.071011660000000,orphanedData Channel: -2 [B],b
1.071332000000000,orphanedData Channel: -2 [B],b
1.071652340000000,orphanedData Channel: -2 [B],a
1.071972680000000,orphanedData Channel: -2 [B],8
1.072293040000000,orphanedData Channel: -2 [B],9
1.072613380000000,orphanedData Channel: -2 [B],8
1.072933720000000,orphanedData Channel: -2 [B],0
1.073254060000000,orphanedData Channel: -2 [B],1
1.073574400000000,orphanedData Channel: -2 [B],d
1.073894760000000,orphanedData Channel: -2 [B],3
1.074215100000000,orphanedData Channel: -2 [B],e
1.074535440000000,orphanedData Channel: -2 [B],f
1.074855780000000,orphanedData Channel: -2 [B],2
1.075176140000000,orphanedData Channel: -2 [B],\r
1.075496480000000,orphanedData Channel: -2 [B],\n
1.075816820000000,orphanedData Channel: -2 [B],[
1.076137160000000,orphanedData Channel: -2 [B],M
1.076457520000000,orphanedData Channel: -2 [B],S
1.076777860000000,orphanedData Channel: -2 [B],G
1.077098200000000,orphanedData Channel: -2 [B],]
1.077418540000000,orphanedData Channel: -2 [B], 
1.077738880000000,orphanedData Channel: -2 [B],A
1.078059240000000,orphanedData Channel: -2 [B],c
1.078379580000000,orphanedData Channel: -2 [B],t
1.078699920000000,orphanedData Channel: -2 [B],i
1.079020260000000,orphanedData Channel: -2 [B],v
1.079340620000000,orphanedData Channel: -2 [B],i
1.079660960000000,orphanedData Channel: -2 [B],t
1.079981300000000,orphanedData Channel: -2 [B],y
1.080301640000000,orphanedData Channel: -2 [B], 
1.080621980000000,orphanedData Channel: -2 [B],f
1.080942340000000,orphanedData Channel: -2 [B],r
1.081262680000000,orphanedData Channel: -2 [B],o
1.081583020000000,orphanedData Channel: -2 [B],m
1.081903360000000,orphanedData Channel: -2 [B],:
1.082223720000000,orphanedData Channel: -2 [B], 
1.082544060000000,orphanedData Channel: -2 [B],e
1.082864400000000,orphanedData Channel: -2 [B],b
1.083184740000000,orphanedData Channel: -2 [B],b
1.083505100000000,orphanedData Channel: -2 [B],2
1.083825440000000,orphanedData Channel: -2 [B],b
1.084145780000000,orphanedData Channel: -2 [B],5
1.084466120000000,orphanedData Channel: -2 [B],d
1.084786460000000,orphanedData Channel: -2 [B],1
1.085106820000000,orphanedData Channel: -2 [B],d
1.085427160000000,orphanedData Channel: -2 [B],f
1.085747500000000,orphanedData Channel: -2 [B],b
1.086067840000000,orphanedData Channel: -2 [B],b
1.086388200000000,orphanedData Channel: -2 [B],b
1.086708540000000,orphanedData Channel: -2 [B],8
1.087028880000000,orphanedData Channel: -2 [B],1
1.087349220000000,orphanedData Channel: -2 [B],7
1.087669580000000,orphanedData Channel: -2 [B],4
1.087989920000000,orphanedData Channel: -2 [B],f
1.088310260000000,orphanedData Channel: -2 [B],5
1.088630600000000,orphanedData Channel: -2 [B],f
1.088950940000000,orphanedData Channel: -2 [B],b
1.089271300000000,orphanedData Channel: -2 [B],1
1.089591640000000,orphanedData Channel: -2 [B],f
1.089911980000000,orphanedData Channel: -2 [B],d
1.090232320000000,orphanedData Channel: -2 [B],1
1.090552680000000,orphanedData Channel: -2 [B],5
1.090873020000000,orphanedData Channel: -2 [B],2
1.091193360000000,orphanedData Channel: -2 [B],3
1.091513700000000,orphanedData Channel: -2 [B],0
1.091834040000000,orphanedData Channel: -2 [B],5
1.092154400000000,orphanedData Channel: -2 [B],4
1.092474740000000,orphanedData Channel: -2 [B],0
1.092795080000000,orphanedData Channel: -2 [B],a
1.093115420000000,orphanedData Channel: -2 [B],e
1.093435780000000,orphanedData Channel: -2 [B],a
1.093756120000000,orphanedData Channel: -2 [B],7
1.094076460000000,orphanedData Channel: -2 [B],7
1.094396800000000,orphanedData Channel: -2 [B],7
1.094717160000000,orphanedData Channel: -2 [B],7
1.095037500000000,orphanedData Channel: -2 [B],2
1.095357840000000,orphanedData Channel: -2 [B],d
1.095678180000000,orphanedData Channel: -2 [B],3
1.095998520000000,orphanedData Channel: -2 [B],a
1.096318880000000,orphanedData Channel: -2 [B],6
1.096639220000000,orphanedData Channel: -2 [B],5
1.096959560000000,orphanedData Channel: -2 [B],4
1.097279900000000,orphanedData Channel: -2 [B],8
1.097600260000000,orphanedData Channel: -2 [B],2
1.097920600000000,orphanedData Channel: -2 [B],d
1.098240940000000,orphanedData Channel: -2 [B],e
1.098561280000000,orphanedData Channel: -2 [B],f
1.098881640000000,orphanedData Channel: -2 [B],3
1.099201980000000,orphanedData Channel: -2 [B],d
1.099522320000000,orphanedData Channel: -2 [B],9
1.099842660000000,orphanedData Channel: -2 [B],7
1.100163000000000,orphanedData Channel: -2 [B],8
1.100483360000000,orphanedData Channel: -2 [B],f
1.100803700000000,orphanedData Channel: -2 [B],6
1.101124040000000,orphanedData Channel: -2 [B],c
1.101444380000000,orphanedData Channel: -2 [B],a
1.101764740000000,orphanedData Channel: -2 [B],f
1.102085080000000,orphanedData Channel: -2 [B],1
1.102405420000000,orphanedData Channel: -2 [B],5
1.102725760000000,orphanedData Channel: -2 [B],2
1.103046100000000,orphanedData Channel: -2 [B],\r
1.103366460000000,orphanedData Channel: -2 [B],\n
1.103686800000000,orphanedData Channel: -2 [B],[
1.104007140000000,orphanedData Channel: -2 [B],M
1.104327480000000,orphanedData Channel: -2 [B],S
1.104647840000000,orphanedData Channel: -2 [B],G
1.104968180000000,orphanedData Channel: -2 [B],]
1.105288520000000,orphanedData Channel: -2 [B], 
1.105608860000000,orphanedData Channel: -2 [B],A
1.105929220000000,orphanedData Channel: -2 [B],c
1.106249560000000,orphanedData Channel: -2 [B],t
1.106569900000000,orphanedData Channel: -2 [B],i
1.106890240000000,orphanedData Channel: -2 [B],v
1.107210580000000,orphanedData Channel: -2 [B],i
1.107530940000000,orphanedData Channel: -2 [B],t
1.107851280000000,orphanedData Channel: -2 [B],y
1.108171620000000,orphanedData Channel: -2 [B], 
1.108491960000000,orphanedData Channel: -2 [B],f
1.108812320000000,orphanedData Channel: -2 [B],r
1.109132660000000,orphanedData Channel: -2 [B],o
1.109453000000000,orphanedData Channel: -2 [B],m
1.109773340000000,orphanedData Channel: -2 [B],:
1.110093680000000,orphanedData Channel: -2 [B], 
1.110414040000000,orphanedData Channel: -2 [B],f
1.110734380000000,orphanedData Channel: -2 [B],7
1.111054720000000,orphanedData Channel: -2 [B],f
1.111375060000000,orphanedData Channel: -2 [B],a
1.111695420000000,orphanedData Channel: -2 [B],b
1.112015760000000,orphanedData Channel: -2 [B],4
1.112336100000000,orphanedData Channel: -2 [B],b
1.112656440000000,orphanedData Channel: -2 [B],5
1.112976800000000,orphanedData Channel: -2 [B],9
1.113297140000000,orphanedData Channel: -2 [B],1
1.113617480000000,orphanedData Channel: -2 [B],7
1.113937820000000,orphanedData Channel: -2 [B],5
1.114258160000000,orphanedData Channel: -2 [B],4
1.114578520000000,orphanedData Channel: -2 [B],a
1.114898860000000,orphanedData Channel: -2 [B],1
1.115219200000000,orphanedData Channel: -2 [B],9
1.115539540000000,orphanedData Channel: -2 [B],0
1.115859900000000,orphanedData Channel: -2 [B],b
1.116180240000000,orphanedData Channel: -2 [B],e
1.116500580000000,orphanedData Channel: -2 [B],3
1.116820920000000,orphanedData Channel: -2 [B],2
1.117141280000000,orphanedData Channel: -2 [B],c
1.117461620000000,orphanedData Channel: -2 [B],b
1.117781960000000,orphanedData Channel: -2 [B],6
1.118102300000000,orphanedData Channel: -2 [B],0
1.118422640000000,orphanedData Channel: -2 [B],7
1.118743000000000,orphanedData Channel: -2 [B],f
1.119063340000000,orphanedData Channel: -2 [B],2
1.119383680000000,orphanedData Channel: -2 [B],5
1.119704020000000,orphanedData Channel: -2 [B],7
1.120024380000000,orphanedData Channel: -2 [B],f
1.120344720000000,orphanedData Channel: -2 [B],4
1.120665060000000,orphanedData Channel: -2 [B],3
1.120985400000000,orphanedData Channel: -2 [B],6
1.121305740000000,orphanedData Channel: -2 [B],f
1.121626100000000,orphanedData Channel: -2 [B],a
1.121946440000000,orphanedData Channel: -2 [B],3
1.122266780000000,orphanedData Channel: -2 [B],f
1.122587120000000,orphanedData Channel: -2 [B],3
1.122907480000000,orphanedData Channel: -2 [B],2
1.123227820000000,orphanedData Channel: -2 [B],5
1.123548160000000,orphanedData Channel: -2 [B],d
1.123868500000000,orphanedData Channel: -2 [B],7
1.124188860000000,orphanedData Channel: -2 [B],1
1.124509200000000,orphanedData Channel: -2 [B],e
1.124829540000000,orphanedData Channel: -2 [B],d
1.125149880000000,orphanedData Channel: -2 [B],f
1.125470220000000,orphanedData Channel: -2 [B],4
1.125790580000000,orphanedData Channel: -2 [B],1
1.126110920000000,orphanedData Channel: -2 [B],b
1.126431260000000,orphanedData Channel: -2 [B],6
1.126751600000000,orphanedData Channel: -2 [B],1
1.127071960000000,orphanedData Channel: -2 [B],7
1.127392300000000,orphanedData Channel: -2 [B],9
1.127712640000000,orphanedData Channel: -2 [B],c
1.128032980000000,orphanedData Channel: -2 [B],5
1.128353340000000,orphanedData Channel: -2 [B],3
1.128673680000000,orphanedData Channel: -2 [B],3
1.128994020000000,orphanedData Channel: -2 [B],0
1.129314360000000,orphanedData Channel: -2 [B],c
1.129634700000000,orphanedData Channel: -2 [B],d
1.129955060000000,orphanedData Channel: -2 [B],7
1.130275400000000,orphanedData Channel: -2 [B],5
1.130595740000000,orphanedData Channel: -2 [B],a
1.130916080000000,orphanedData Channel: -2 [B],\r
1.131236440000000,orphanedData Channel: -2 [B],\n
1.131556780000000,orphanedData Channel: -2 [B],[
1.131877120000000,orphanedData Channel: -2 [B],M
1.132197460000000,orphanedData Channel: -2 [B],S
1.132517800000000,orphanedData Channel: -2 [B],G
1.132838160000000,orphanedData Channel: -2 [B],]
1.133158500000000,orphanedData Channel: -2 [B], 
1.133478840000000,orphanedData Channel: -2 [B],A
1.133799180000000,orphanedData Channel: -2 [B],c
1.134119540000000,orphanedData Channel: -2 [B],t
1.134439880000000,orphanedData Channel: -2 [B],i
1.134760220000000,orphanedData Channel: -2 [B],v
1.135080560000000,orphanedData Channel: -2 [B],i
1.135400920000000,orphanedData Channel: -2 [B],t
1.135721260000000,orphanedData Channel: -2 [B],y
1.136041600000000,orphanedData Channel: -2 [B], 
1.136361940000000,orphanedData Channel: -2 [B],f
1.136682280000000,orphanedData Channel: -2 [B],r
1.137002640000000,orphanedData Channel: -2 [B],o
1.137322980000000,orphanedData Channel: -2 [B],m
1.137643320000000,orphanedData Channel: -2 [B],:
1.137963660000000,orphanedData Channel: -2 [B], 
1.138284020000000,orphanedData Channel: -2 [B],4
1.138604360000000,orphanedData Channel: -2 [B],7
1.138924700000000,orphanedData Channel: -2 [B],6
1.139245040000000,orphanedData Channel: -2 [B],b
1.139565380000000,orphanedData Channel: -2 [B],d
1.139885740000000,orphanedData Channel: -2 [B],c
1.140206080000000,orphanedData Channel: -2 [B],a
1.140526420000000,orphanedData Channel: -2 [B],f
1.140846760000000,orphanedData Channel: -2 [B],1
1.141167120000000,orphanedData Channel: -2 [B],6
1.141487460000000,orphanedData Channel: -2 [B],6
1.141807800000000,orphanedData Channel: -2 [B],3
1.142128140000000,orphanedData Channel: -2 [B],8
1.142448480000000,orphanedData Channel: -2 [B],5
1.142768840000000,orphanedData Channel: -2 [B],3
1.143089180000000,orphanedData Channel: -2 [B],7
1.143409520000000,orphanedData Channel: -2 [B],1
1.143729860000000,orphanedData Channel: -2 [B],f
1.144050220000000,orphanedData Channel: -2 [B],4
1.144370560000000,orphanedData Channel: -2 [B],9
1.144690900000000,orphanedData Channel: -2 [B],c
1.145011240000000,orphanedData Channel: -2 [B],5
1.145331600000000,orphanedData Channel: -2 [B],4
1.145651940000000,orphanedData Channel: -2 [B],b
1.145972280000000,orphanedData Channel: -2 [B],a
1.146292620000000,orphanedData Channel: -2 [B],7
1.146612960000000,orphanedData Channel: -2 [B],4
1.146933320000000,orphanedData Channel: -2 [B],d
1.147253660000000,orphanedData Channel: -2 [B],2
1.147574000000000,orphanedData Channel: -2 [B],7
1.147894340000000,orphanedData Channel: -2 [B],5
1.148214700000000,orphanedData Channel: -2 [B],c
1.148535040000000,orphanedData Channel: -2 [B],f
1.148855380000000,orphanedData Channel: -2 [B],d
1.149175720000000,orphanedData Channel: -2 [B],f
1.149496080000000,orphanedData Channel: -2 [B],a
1.149816420000000,orphanedData Channel: -2 [B],5
1.150136760000000,orphanedData Channel: -2 [B],c
1.150457100000000,orphanedData Channel: -2 [B],7
1.150777440000000,orphanedData Channel: -2 [B],0
1.151097800000000,orphanedData Channel: -2 [B],c
1.151418140000000,orphanedData Channel: -2 [B],2
1.151738480000000,orphanedData Channel: -2 [B],5
1.152058820000000,orphanedData Channel: -2 [B],5
1.152379180000000,orphanedData Channel: -2 [B],e
1.152699520000000,orphanedData Channel: -2 [B],a
1.153019860000000,orphanedData Channel: -2 [B],4
1.153340200000000,orphanedData Channel: -2 [B],5
1.153660540000000,orphanedData Channel: -2 [B],3
1.153980900000000,orphanedData Channel: -2 [B],6
1.154301240000000,orphanedData Channel: -2 [B],3
1.154621580000000,orphanedData Channel: -2 [B],e
1.154941920000000,orphanedData Channel: -2 [B],3
1.155262280000000,orphanedData Channel: -2 [B],7
1.155582620000000,orphanedData Channel: -2 [B],9
1.155902960000000,orphanedData Channel: -2 [B],5
1.156223300000000,orphanedData Channel: -2 [B],c
1.156543640000000,orphanedData Channel: -2 [B],b
1.156864000000000,orphanedData Channel: -2 [B],c
1.157184340000000,orphanedData Channel: -2 [B],1
1.157504680000000,orphanedData Channel: -2 [B],1
1.157825020000000,orphanedData Channel: -2 [B],a
1.158145380000000,orphanedData Channel: -2 [B],e
1.158465720000000,orphanedData Channel: -2 [B],5
1.158786060000000,orphanedData Channel: -2 [B],\r
1.159106400000000,orphanedData Channel: -2 [B],\n
1.159426760000000,orphanedData Channel: -2 [B],[
1.159747100000000,orphanedData Channel: -2 [B],M
1.160067440000000,orphanedData Channel: -2 [B],S
1.160387780000000,orphanedData Channel: -2 [B],G
1.160708120000000,orphanedData Channel: -2 [B],]
1.161028480000000,orphanedData Channel: -2 [B], 
1.161348820000000,orphanedData Channel: -2 [B],A
1.161669160000000,orphanedData Channel: -2 [B],c
1.161989500000000,orphanedData Channel: -2 [B],t
1.162309860000000,orphanedData Channel: -2 [B],i
1.162630200000000,orphanedData Channel: -2 [B],v
1.162950540000000,orphanedData Channel: -2 [B],i
1.163270880000000,orphanedData Channel: -2 [B],t
1.163591220000000,orphanedData Channel: -2 [B],y
1.163911580000000,orphanedData Channel: -2 [B], 
1.164231920000000,orphanedData Channel: -2 [B],f
1.164552260000000,orphanedData Channel: -2 [B],r
1.164872600000000,orphanedData Channel: -2 [B],o
1.165192960000000,orphanedData Channel: -2 [B],m
1.165513300000000,orphanedData Channel: -2 [B],:
1.165833640000000,orphanedData Channel: -2 [B], 
1.166153980000000,orphanedData Channel: -2 [B],6
1.166474340000000,orphanedData Channel: -2 [B],3
1.166794680000000,orphanedData Channel: -2 [B],6
1.167115020000000,orphanedData Channel: -2 [B],8
1.167435360000000,orphanedData Channel: -2 [B],1
1.167755700000000,orphanedData Channel: -2 [B],f
1.168076060000000,orphanedData Channel: -2 [B],a
1.168396400000000,orphanedData Channel: -2 [B],3
1.168716740000000,orphanedData Channel: -2 [B],c
1.169037080000000,orphanedData Channel: -2 [B],0
1.169357440000000,orphanedData Channel: -2 [B],3
1.169677780000000,orphanedData Channel: -2 [B],4
1.169998120000000,orphanedData Channel: -2 [B],5
1.170318460000000,orphanedData Channel: -2 [B],1
1.170638820000000,orphanedData Channel: -2 [B],c
1.170959160000000,orphanedData Channel: -2 [B],4
1.171279500000000,orphanedData Channel: -2 [B],9
1.171599840000000,orphanedData Channel: -2 [B],f
1.171920180000000,orphanedData Channel: -2 [B],9
1.172240540000000,orphanedData Channel: -2 [B],f
1.172560880000000,orphanedData Channel: -2 [B],c
1.172881220000000,orphanedData Channel: -2 [B],2
1.173201560000000,orphanedData Channel: -2 [B],a
1.173521920000000,orphanedData Channel: -2 [B],b
1.173842260000000,orphanedData Channel: -2 [B],9
1.174162600000000,orphanedData Channel: -2 [B],b
1.174482940000000,orphanedData Channel: -2 [B],e
1.174803280000000,orphanedData Channel: -2 [B],4
1.175123640000000,orphanedData Channel: -2 [B],3
1.175443980000000,orphanedData Channel: -2 [B],b
1.175764320000000,orphanedData Channel: -2 [B],e
1.176084660000000,orphanedData Channel: -2 [B],a
1.176405020000000,orphanedData Channel: -2 [B],7
1.176725360000000,orphanedData Channel: -2 [B],f
1.177045700000000,orphanedData Channel: -2 [B],0
1.177366040000000,orphanedData Channel: -2 [B],6
1.177686400000000,orphanedData Channel: -2 [B],9
1.178006740000000,orphanedData Channel: -2 [B],0
1.178327080000000,orphanedData Channel: -2 [B],6
1.178647420000000,orphanedData Channel: -2 [B],9
1.178967760000000,orphanedData Channel: -2 [B],c
1.179288120000000,orphanedData Channel: -2 [B],1
1.179608460000000,orphanedData Channel: -2 [B],c
1.179928800000000,orphanedData Channel: -2 [B],4
1.180249140000000,orphanedData Channel: -2 [B],7
1.180569500000000,orphanedData Channel: -2 [B],2
1.180889840000000,orphanedData Channel: -2 [B],f
1.181210180000000,orphanedData Channel: -2 [B],6
1.181530520000000,orphanedData Channel: -2 [B],a
1.181850860000000,orphanedData Channel: -2 [B],4
1.182171220000000,orphanedData Channel: -2 [B],1
1.182491560000000,orphanedData Channel: -2 [B],e
1.182811900000000,orphanedData Channel: -2 [B],3
1.183132240000000,orphanedData Channel: -2 [B],e
1.183452600000000,orphanedData Channel: -2 [B],f
1.183772940000000,orphanedData Channel: -2 [B],3
1.184093280000000,orphanedData Channel: -2 [B],a
1.184413620000000,orphanedData Channel: -2 [B],7
1.184733980000000,orphanedData Channel: -2 [B],6
1.185054320000000,orphanedData Channel: -2 [B],1
1.185374660000000,orphanedData Channel: -2 [B],d
1.185695000000000,orphanedData Channel: -2 [B],e
1.186015340000000,orphanedData Channel: -2 [B],5
1.186335700000000,orphanedData Channel: -2 [B],0
1.186656040000000,orphanedData Channel: -2 [B],\r
1.186976380000000,orphanedData Channel: -2 [B],\n
1.187296720000000,orphanedData Channel: -2 [B],[
1.187617080000000,orphanedData Channel: -2 [B],M
1.187937420000000,orphanedData Channel: -2 [B],S
1.188257760000000,orphanedData Channel: -2 [B],G
1.188578100000000,orphanedData Channel: -2 [B],]
1.188898460000000,orphanedData Channel: -2 [B], 
1.189218800000000,orphanedData Channel: -2 [B],A
1.189539140000000,orphanedData Channel: -2 [B],c
1.189859480000000,orphanedData Channel: -2 [B],t
1.190179820000000,orphanedData Channel: -2 [B],i
1.190500180000000,orphanedData Channel: -2 [B],v
1.190820520000000,orphanedData Channel: -2 [B],i
1.191140860000000,orphanedData Channel: -2 [B],t
1.191461200000000,orphanedData Channel: -2 [B],y
1.191781560000000,orphanedData Channel: -2 [B], 
1.192101900000000,orphanedData Channel: -2 [B],f
1.192422240000000,orphanedData Channel: -2 [B],r
1.192742580000000,orphanedData Channel: -2 [B],o
1.193062920000000,orphanedData Channel: -2 [B],m
1.193383280000000,orphanedData Channel: -2 [B],:
1.193703620000000,orphanedData Channel: -2 [B], 
1.194023960000000,orphanedData Channel: -2 [B],3
1.194344300000000,orphanedData Channel: -2 [B],6
1.194664660000000,orphanedData Channel: -2 [B],2
1.194985000000000,orphanedData Channel: -2 [B],5
1.195305340000000,orphanedData Channel: -2 [B],7
1.195625680000000,orphanedData Channel: -2 [B],a
1.195946040000000,orphanedData Channel: -2 [B],1
1.196266380000000,orphanedData Channel: -2 [B],9
1.196586720000000,orphanedData Channel: -2 [B],9
1.196907060000000,orphanedData Channel: -2 [B],3
1.197227400000000,orphanedData Channel: -2 [B],4
1.197547760000000,orphanedData Channel: -2 [B],b
1.197868100000000,orphanedData Channel: -2 [B],7
1.198188440000000,orphanedData Channel: -2 [B],1
1.198508780000000,orphanedData Channel: -2 [B],c
1.198829140000000,orphanedData Channel: -2 [B],e
1.199149480000000,orphanedData Channel: -2 [B],a
1.199469820000000,orphanedData Channel: -2 [B],7
1.199790160000000,orphanedData Channel: -2 [B],5
1.200110500000000,orphanedData Channel: -2 [B],3
1.200430860000000,orphanedData Channel: -2 [B],d
1.200751200000000,orphanedData Channel: -2 [B],a
1.201071540000000,orphanedData Channel: -2 [B],3
1.201391880000000,orphanedData Channel: -2 [B],d
1.201712240000000,orphanedData Channel: -2 [B],f
1.202032580000000,orphanedData Channel: -2 [B],9
1.202352920000000,orphanedData Channel: -2 [B],b
1.202673260000000,orphanedData Channel: -2 [B],e
1.202993600000000,orphanedData Channel: -2 [B],8
1.203313960000000,orphanedData Channel: -2 [B],a
1.203634300000000,orphanedData Channel: -2 [B],e
1.203954640000000,orphanedData Channel: -2 [B],8
1.204274980000000,orphanedData Channel: -2 [B],c
1.204595340000000,orphanedData Channel: -2 [B],a
1.204915680000000,orphanedData Channel: -2 [B],4
1.205236020000000,orphanedData Channel: -2 [B],9
1.205556360000000,orphanedData Channel: -2 [B],e
1.205876720000000,orphanedData Channel: -2 [B],e
1.206197060000000,orphanedData Channel: -2 [B],8
1.206517400000000,orphanedData Channel: -2 [B],4
1.206837740000000,orphanedData Channel: -2 [B],3
1.207158080000000,orphanedData Channel: -2 [B],b
1.207478440000000,orphanedData Channel: -2 [B],7
1.207798780000000,orphanedData Channel: -2 [B],2
1.208119120000000,orphanedData Channel: -2 [B],b
1.208439460000000,orphanedData Channel: -2 [B],1
1.208759820000000,orphanedData Channel: -2 [B],c
1.209080160000000,orphanedData Channel: -2 [B],5
1.209400500000000,orphanedData Channel: -2 [B],4
1.209720840000000,orphanedData Channel: -2 [B],6
1.210041200000000,orphanedData Channel: -2 [B],8
1.210361540000000,orphanedData Channel: -2 [B],f
1.210681880000000,orphanedData Channel: -2 [B],8
1.211002220000000,orphanedData Channel: -2 [B],f
1.211322560000000,orphanedData Channel: -2 [B],5
1.211642920000000,orphanedData Channel: -2 [B],d
1.211963260000000,orphanedData Channel: -2 [B],a
1.212283600000000,orphanedData Channel: -2 [B],b
1.212603940000000,orphanedData Channel: -2 [B],8
1.212924300000000,orphanedData Channel: -2 [B],a
1.213244640000000,orphanedData Channel: -2 [B],7
1.213564980000000,orphanedData Channel: -2 [B],a
1.213885320000000,orphanedData Channel: -2 [B],d
1.214205680000000,orphanedData Channel: -2 [B],0
1.214526020000000,orphanedData Channel: -2 [B],\r
1.214846360000000,orphanedData Channel: -2 [B],\n
1.215166700000000,orphanedData Channel: -2 [B],[
1.215487040000000,orphanedData Channel: -2 [B],M
1.215807400000000,orphanedData Channel: -2 [B],S
1.216127740000000,orphanedData Channel: -2 [B],G
1.216448080000000,orphanedData Channel: -2 [B],]
1.216768420000000,orphanedData Channel: -2 [B], 
1.217088780000000,orphanedData Channel: -2 [B],A
1.217409120000000,orphanedData Channel: -2 [B],c
1.217729460000000,orphanedData Channel: -2 [B],t
1.218049800000000,orphanedData Channel: -2 [B],i
1.218370140000000,orphanedData Channel: -2 [B],v
1.218690500000000,orphanedData Channel: -2 [B],i
1.219010840000000,orphanedData Channel: -2 [B],t
1.219331180000000,orphanedData Channel: -2 [B],y
1.219651520000000,orphanedData Channel: -2 [B], 
1.219971880000000,orphanedData Channel: -2 [B],f
1.220292220000000,orphanedData Channel: -2 [B],r
1.220612560000000,orphanedData Channel: -2 [B],o
1.220932900000000,orphanedData Channel: -2 [B],m
1.221253260000000,orphanedData Channel: -2 [B],:
1.221573600000000,orphanedData Channel: -2 [B], 
1.221893940000000,orphanedData Channel: -2 [B],3
1.222214280000000,orphanedData Channel: -2 [B],6
1.222534620000000,orphanedData Channel: -2 [B],2
1.222854980000000,orphanedData Channel: -2 [B],5
1.223175320000000,orphanedData Channel: -2 [B],7
1.223495660000000,orphanedData Channel: -2 [B],a
1.223816000000000,orphanedData Channel: -2 [B],1
1.224136360000000,orphanedData Channel: -2 [B],9
1.224456700000000,orphanedData Channel: -2 [B],9
1.224777040000000,orphanedData Channel: -2 [B],3
1.225097380000000,orphanedData Channel: -2 [B],4
1.225417720000000,orphanedData Channel: -2 [B],b
1.225738080000000,orphanedData Channel: -2 [B],7
1.226058420000000,orphanedData Channel: -2 [B],1
1.226378760000000,orphanedData Channel: -2 [B],c
1.226699100000000,orphanedData Channel: -2 [B],e
1.227019460000000,orphanedData Channel: -2 [B],a
1.227339800000000,orphanedData Channel: -2 [B],7
1.227660140000000,orphanedData Channel: -2 [B],5
1.227980480000000,orphanedData Channel: -2 [B],3
1.228300840000000,orphanedData Channel: -2 [B],d
1.228621180000000,orphanedData Channel: -2 [B],a
1.228941520000000,orphanedData Channel: -2 [B],3
1.229261860000000,orphanedData Channel: -2 [B],d
1.229582200000000,orphanedData Channel: -2 [B],f
1.229902560000000,orphanedData Channel: -2 [B],9
1.230222900000000,orphanedData Channel: -2 [B],b
1.230543240000000,orphanedData Channel: -2 [B],e
1.230863580000000,orphanedData Channel: -2 [B],8
1.231183940000000,orphanedData Channel: -2 [B],a
1.231504280000000,orphanedData Channel: -2 [B],e
1.231824620000000,orphanedData Channel: -2 [B],8
1.232144960000000,orphanedData Channel: -2 [B],c
1.232465320000000,orphanedData Channel: -2 [B],a
1.232785660000000,orphanedData Channel: -2 [B],4
1.233106000000000,orphanedData Channel: -2 [B],9
1.233426340000000,orphanedData Channel: -2 [B],e
1.233746680000000,orphanedData Channel: -2 [B],e
1.234067040000000,orphanedData Channel: -2 [B],8
1.234387380000000,orphanedData Channel: -2 [B],4
1.234707720000000,orphanedData Channel: -2 [B],3
1.235028060000000,orphanedData Channel: -2 [B],b
1.235348420000000,orphanedData Channel: -2 [B],7
1.235668760000000,orphanedData Channel: -2 [B],2
1.235989100000000,orphanedData Channel: -2 [B],b
1.236309440000000,orphanedData Channel: -2 [B],1
1.236629780000000,orphanedData Channel: -2 [B],c
1.236950140000000,orphanedData Channel: -2 [B],5
1.237270480000000,orphanedData Channel: -2 [B],4
1.237590820000000,orphanedData Channel: -2 [B],6
